"Instructions","คำแนะนำ"
"You can scan the PromptPay QR code below to pay for your order.<br/>This QR code will also be sent in your order confirmation e-mail.","คุณสามารถสแกนคิวอาร์โค้ดพร้อมเพย์ด้านล่างเพื่อชำระค่าสินค้าได้<br/>คิวอาร์โค้ดนี้จะถูกส่งไปในอีเมลยืนยันการสั่งซื้อของคุณด้วย"
