"Instructions","Instructions"
"You can scan the PromptPay QR code below to pay for your order.<br/>This QR code will also be sent in your order confirmation e-mail.","You can scan the PromptPay QR code below to pay for your order.<br/>This QR code will also be sent in your order confirmation e-mail."
